branch,source,base,commit,status,endpoint,type,features,additions,deletions,old_path,path
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,71,31,,h5-v2/src/views6/home/fastNav.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,20,16,,h5-v2/src/views6/home/gamels/cplist.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,17,10,,h5-v2/src/views6/home/gamels/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,42,33,,h5-v2/src/views6/home/gamels/otherlist.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,33,25,,h5-v2/src/views6/home/gamels/rmlist.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,8,8,,h5-v2/src/views6/home/go_app.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,6,6,,h5-v2/src/views6/home/headLine.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,7,7,,h5-v2/src/views6/home/header.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,15,13,,h5-v2/src/views6/home/home.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,10,10,,h5-v2/src/views6/home/redPacket.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,16,13,,h5-v2/src/views6/hotGameList/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,59,44,,h5-v2/src/views6/layout/layout.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,登录/注册/验证码,1,1,,h5-v2/src/views6/login/login.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖、聊天室/私聊,5,5,,h5-v2/src/views6/lotteryHall/chatRoomEntry.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,2,2,,h5-v2/src/views6/lotteryHall/fastNav.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,6,6,,h5-v2/src/views6/lotteryHall/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,39,32,,h5-v2/src/views6/lotteryHall/lottery.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,14,25,,h5-v2/src/views6/lotteryHall/lotteryList.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,22,20,,h5-v2/src/views6/lotteryHall/notice.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,个人中心/账户,32,29,,h5-v2/src/views6/personal-center/personal-center.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,登录/注册/验证码,9,11,,h5-v2/src/views6/register/register.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,活动/红包/推广/下载,20,20,,h5-v2/src/views7/active/active.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,活动/红包/推广/下载,8,9,,h5-v2/src/views7/active/bcyl.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,7,8,,h5-v2/src/views7/active/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,活动/红包/推广/下载,36,18,,h5-v2/src/views7/active/mission.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,活动/红包/推广/下载,14,14,,h5-v2/src/views7/active/organization.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,4,4,,h5-v2/src/views7/home/banner.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,24,17,,h5-v2/src/views7/home/fastNav.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,20,16,,h5-v2/src/views7/home/gamels/cplist.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,7,7,,h5-v2/src/views7/home/gamels/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,42,33,,h5-v2/src/views7/home/gamels/otherlist.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,7,8,,h5-v2/src/views7/home/gamels/rmlist.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,9,9,,h5-v2/src/views7/home/go_app.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,12,7,,h5-v2/src/views7/home/headLine.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,7,7,,h5-v2/src/views7/home/header.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,15,13,,h5-v2/src/views7/home/home.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,10,10,,h5-v2/src/views7/home/redPacket.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,10,10,,h5-v2/src/views7/hotGameList/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,18,18,,h5-v2/src/views7/layout/layout.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,登录/注册/验证码,5,2,,h5-v2/src/views7/login/login.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖、聊天室/私聊,5,5,,h5-v2/src/views7/lotteryHall/chatRoomEntry.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,2,2,,h5-v2/src/views7/lotteryHall/fastNav.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,6,6,,h5-v2/src/views7/lotteryHall/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,39,32,,h5-v2/src/views7/lotteryHall/lottery.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,14,25,,h5-v2/src/views7/lotteryHall/lotteryList.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,22,20,,h5-v2/src/views7/lotteryHall/notice.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,个人中心/账户,161,68,,h5-v2/src/views7/personal-center/personal-center.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,登录/注册/验证码,13,12,,h5-v2/src/views7/register/register.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,聊天室/私聊,10,10,,h5-v2/src/views8/chat/chatMain/components/chatGroup.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,聊天室/私聊,16,16,,h5-v2/src/views8/chat/chatMain/components/privateMsgList.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、聊天室/私聊,10,10,,h5-v2/src/views8/chat/chatMain/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,未归类路径,11,17,,h5-v2/src/views8/game/components/searchPage.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,未归类路径,13,13,,h5-v2/src/views8/game/game.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,未归类路径,6,8,,h5-v2/src/views8/game/gameAllType.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,未归类路径,6,12,,h5-v2/src/views8/game/gameList.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,5,5,,h5-v2/src/views8/home/banner.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,5,5,,h5-v2/src/views8/home/fastNav.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,9,7,,h5-v2/src/views8/home/gamesPlatForms.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,4,4,,h5-v2/src/views8/home/headLine.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,7,7,,h5-v2/src/views8/home/header.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,13,11,,h5-v2/src/views8/home/home.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,10,10,,h5-v2/src/views8/home/redPacket.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,36,16,,h5-v2/src/views8/layout/layout.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,登录/注册/验证码,1,1,,h5-v2/src/views8/login/login.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,19,19,,h5-v2/src/views8/lottery/components/games/games.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,17,17,,h5-v2/src/views8/lottery/components/games/gamesForm.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,1,2,,h5-v2/src/views8/lottery/components/lotterys/lotterys.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,1,1,,h5-v2/src/views8/lottery/lottery.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,12,12,,h5-v2/src/views8/lottery/lotteryType.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖、聊天室/私聊,5,5,,h5-v2/src/views8/lotteryHall/chatRoomEntry.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,2,2,,h5-v2/src/views8/lotteryHall/fastNav.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,6,6,,h5-v2/src/views8/lotteryHall/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,41,34,,h5-v2/src/views8/lotteryHall/lottery.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,16,27,,h5-v2/src/views8/lotteryHall/lotteryList.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,22,20,,h5-v2/src/views8/lotteryHall/notice.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,个人中心/账户,131,59,,h5-v2/src/views8/personal-center/personal-center.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,登录/注册/验证码,2,2,,h5-v2/src/views8/register/register.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,聊天室/私聊,10,10,,h5-v2/src/views9/chat/chatMain/components/chatGroup.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,聊天室/私聊,16,16,,h5-v2/src/views9/chat/chatMain/components/privateMsgList.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、聊天室/私聊,10,10,,h5-v2/src/views9/chat/chatMain/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,未归类路径,11,17,,h5-v2/src/views9/game/components/searchPage.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,未归类路径,13,13,,h5-v2/src/views9/game/game.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,未归类路径,6,8,,h5-v2/src/views9/game/gameAllType.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,未归类路径,6,12,,h5-v2/src/views9/game/gameList.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,5,5,,h5-v2/src/views9/home/banner.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,8,8,,h5-v2/src/views9/home/fastNav.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,73,29,,h5-v2/src/views9/home/gamesPlatForms.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,4,4,,h5-v2/src/views9/home/headLine.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,37,17,,h5-v2/src/views9/home/header.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,13,11,,h5-v2/src/views9/home/home.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、活动/红包/推广/下载,10,10,,h5-v2/src/views9/home/redPacket.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面,22,14,,h5-v2/src/views9/layout/layout.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,登录/注册/验证码,1,1,,h5-v2/src/views9/login/login.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,19,19,,h5-v2/src/views9/lottery/components/games/games.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,17,17,,h5-v2/src/views9/lottery/components/games/gamesForm.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,1,2,,h5-v2/src/views9/lottery/components/lotterys/lotterys.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,1,1,,h5-v2/src/views9/lottery/lottery.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,12,12,,h5-v2/src/views9/lottery/lotteryType.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖、聊天室/私聊,5,5,,h5-v2/src/views9/lotteryHall/chatRoomEntry.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,2,2,,h5-v2/src/views9/lotteryHall/fastNav.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,首页/导航/版面、彩票/投注/开奖,6,6,,h5-v2/src/views9/lotteryHall/index.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,39,32,,h5-v2/src/views9/lotteryHall/lottery.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,16,27,,h5-v2/src/views9/lotteryHall/lotteryList.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,彩票/投注/开奖,22,20,,h5-v2/src/views9/lotteryHall/notice.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,个人中心/账户,133,61,,h5-v2/src/views9/personal-center/personal-center.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,页面,登录/注册/验证码,2,2,,h5-v2/src/views9/register/register.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,h5-v2,构建配置,构建/配置,43,40,,h5-v2/vue.config.js
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,其他,未归类路径,1,1,,pc/.gitignore
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,其他,未归类路径,245,205,,pc/README.md
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,构建配置,构建/配置,6,3,,pc/build/webpack.dev.conf.js
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,其他,首页/导航/版面、构建/配置,6,22,,pc/config/index.js
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,构建配置,主题/颜色/静态资源、构建/配置,132,78,,pc/configstatic/pc/control/control.js
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/Icon-60.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/favicon.ico
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,构建配置,活动/红包/推广/下载、主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/ic_promotion_logo.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,D,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo-icon.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo.gif
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo/logo.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo/logo_A.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo/logo_B.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo/logo_C.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo_A.gif
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo_A.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo_B.gif
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo_B.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo_C.gif
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo_C.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/qrbg.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,其他,首页/导航/版面,50,50,,pc/index.html
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,其他,未归类路径,20046,15533,,pc/package-lock.json
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,构建配置,构建/配置,2,2,,pc/package.json
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,其他,未归类路径,102,68,,pc/src/App.vue
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,接口,接口/状态/工具,58,8,,pc/src/api/app.js
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,接口,彩票/投注/开奖、接口/状态/工具,41,31,,pc/src/api/betShare.js
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,接口,接口/状态/工具,26,25,,pc/src/api/cms.js
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,接口,接口/状态/工具,26,16,,pc/src/api/game.js
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,接口,个人中心/账户、接口/状态/工具,85,9,,pc/src/api/user.js
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,图片资源,首页/导航/版面、主题/颜色/静态资源,-,-,,pc/src/assets/images-v10/home/certified_4.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,M,pc,图片资源,活动/红包/推广/下载、主题/颜色/静态资源,-,-,,pc/src/assets/images-v10/phone-buy/APPdownload_image.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/deposit_method.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,登录/注册/验证码、主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/loginBg.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/open_num.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf1.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf2.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf3.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf4.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf5.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf6.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/yard.png
origin/BY8358-HP,远端,origin/BY-Demo-H5V2-PC,ca31b2dc7,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/bg.png
